Id#,Producto,Descripción Detallada,Beneficios / Usos Principales,Palabras Clave / Síntomas (Qué buscaría el cliente),Proveedor,Especificación,Cantidad, Precio 
10149,Melena de león (GODVIT),Cápsulas del hongo Melena de León (Lion's Mane).,"Apoyo cognitivo. Ayuda a mejorar la memoria, la concentración y la claridad mental (reduce la """"niebla mental""""). Apoya la salud del sistema nervioso.","Mejorar memoria, Concentración, Niebla mental, Salud cerebral, Enfoque, Sistema nervioso",GODVIT GN+VIDA,0,60 caps. de 500 mg, $300.00 
10150,Resveratrol (Vidanat),"Cápsulas con Resveratrol, Té Verde y Semilla de Uva.","Potente fórmula antioxidante. Ayuda a combatir el envejecimiento celular, apoya la salud cardiovascular y mejora la apariencia de piel, cabello y uñas.","Antienvejecimiento, Antioxidante, Salud del corazón, Piel, cabello y uñas, Rejuvenecer",Vidanat GN+VIDA,te verde y semilla de uva,(...) caps., $300.00 
10151,Resveratrol (GODVIT),Cápsulas de Resveratrol de alta concentración (700 mg).,"(Mismos beneficios: Antienvejecimiento, salud cardiovascular, antioxidante). La alta dosis también apoya la regulación del azúcar en sangre y la presión arterial.","Antienvejecimiento, Antioxidante, Presión alta, Bajar azúcar, Salud del corazón",Vidanat GN+VIDA,te verde y semilla de uva,(...) caps., $300.00 
10152,NAD + RESVERATROL (GODVIT),Cápsulas que combinan NAD (un cofactor celular esencial) y Resveratrol (un antioxidante).,"Fórmula antienvejecimiento (anti-aging). Ayuda a reparar el ADN, aumenta la energía celular, mejora el metabolismo y protege contra el estrés oxidativo.","Antienvejecimiento, Anti-aging, Energía celular, Reparar ADN, Metabolismo, NAD, Resveratrol",GODVIT GN+VIDA,0,30 caps. de 500 mg, $300.00 
10153,NAD (DORAL),Cápsulas de NAD (Nicotinamida adenina dinucleótido).,"(Mismos beneficios que el anterior, pero enfocado solo en el NAD). Aumenta la energía celular, mejora la función cognitiva y el metabolismo.","Antienvejecimiento, Energía, Vitalidad, Función cerebral, Metabolismo, NAD",#N/A,#N/A,#N/A, $300.00 
10154,GLUTATIÓN (Ypenza),"Cápsulas de Glutatión, conocido como el """"antioxidante maestro"""" del cuerpo.","Potente desintoxicante. Ayuda a desintoxicar el hígado, fortalece el sistema inmunológico y aclara la piel (efecto secundario de la desintoxicación).","Desintoxicar, Limpieza de hígado, Antioxidante maestro, Aclarar la piel, Sistema inmune, Glutatión",Ypenza,0,30 caps. de 500 mg, $300.00 
10155,L-CARNITINA (HIGH POWER),"Cápsulas de L-Carnitina, un aminoácido que ayuda a transportar grasa.",Ayuda a convertir la grasa en energía. Es popular para la pérdida de peso (quemar grasa) y para mejorar el rendimiento deportivo y la resistencia.,"Quemar grasa, Bajar de peso, Energía, Rendimiento deportivo, Gimnasio, L-Carnitina",HIGH POWER,0,30 caps., $300.00 
10156,CITRATO DE MAGNESIO (JOY NATURA),Cápsulas de Citrato de Magnesio.,"Una forma de magnesio de alta absorción. Ayuda a relajar el sistema nervioso (estrés, ansiedad), mejora el sueño, previene calambres y regula la digestión (laxante suave).","Estrés, Ansiedad, Insomnio, No puedo dormir, Calambres, Estreñimiento, Magnesio",GODVIT GN+VIDA,0,60 caps. de 800 mg, $300.00 
10157,CITRATO DE POTASIO (JOY NATURA),Cápsulas de Citrato de Potasio.,Ayuda a prevenir la formación de cálculos o piedras en el riñón (alcaliniza la orina). También apoya la salud cardiovascular y previene calambres.,"Piedras en el riñón, Cálculos renales, Riñones, Calambres, Presión arterial",GODVIT GN+VIDA,0,60 caps. de 800 mg, $300.00 
10158,Zinc (Vidanat),Tabletas de Zinc.,"Mineral esencial. Refuerza el sistema inmunológico (defensas), apoya la salud de la piel (acné), la cicatrización y el balance hormonal (testosterona).","Defensas bajas, Sistema inmune, Acné, Cicatrización, Salud de la piel, Zinc",#N/A,#N/A,#N/A, $300.00 
10159,Citrato de Magnesio con Zinc (Vidanat),Cápsulas que combinan Magnesio y Zinc.,Fórmula sinérgica. El Magnesio relaja y el Zinc refuerza las defensas y la salud hormonal. Excelente para el estrés y el sistema inmune.,"Estrés, Defensas, Ansiedad, Insomnio, Salud hormonal, Magnesio y Zinc",GODVIT GN+VIDA,0,60 caps. de 800 mg, $300.00 
10160,"Glucosamina, Condroitina y cartilago de Tiburon (Vidanat)",Cápsulas con la fórmula clásica para la salud articular.,Repara y protege el cartílago. Alivia el dolor y la inflamación de las articulaciones causado por el desgaste o la artritis. Mejora la movilidad.,"Dolor de articulaciones, Artritis, Dolor de rodilla, Desgaste de cartílago, Glucosamina, Condroitina",Vidanat,y cartilago de Tiburon,100 cap., $300.00 
10161,Cloruro de magnesio (Royalty Natural),Cápsulas de Cloruro de Magnesio.,"Similar al Citrato, pero esta forma es conocida por sus propiedades laxantes más fuertes. Ayuda a la digestión, calambres y a la salud ósea.","Estreñimiento, Calambres, Magnesio, Salud de huesos, Digestión",GODVIT GN+VIDA,0,30 caps. de 500 mg, $300.00 
10162,Vitaminas del complejo B y B12 (GODVIT),"Cápsulas con una alta concentración del complejo B, incluyendo B12.","Fórmula energética. Ayuda a combatir el estrés, la fatiga y el cansancio mental. Esencial para el sistema nervioso y el metabolismo.","Energía, Estrés, Cansancio, Fatiga mental, Nervios, Complejo B, B12",GN+VIDA,0,90 caps. de 1000 mg, $300.00 
10163,Complejo B y B12 (Solución Oral),"Ampolletas bebibles (10) con vitaminas del Complejo B, especialmente B12.","Tónico energético y antineurítico. Combate el cansancio, la fatiga y el estrés. Ayuda a aliviar dolores nerviosos (como la ciática) y mejora el estado de ánimo.","Energía, Cansancio, Fatiga, Estrés, Dolor de ciática, Nervios, Falta de B12, Agotamiento",0,Solución Oral,10 amp. de 10 ml, $300.00 
10164,Fruta liofilizada (Zada freezed dried),"Snack de fruta (100% natural) a la que se le ha quitado el agua (liofilización), conservando nutrientes y sabor.","Snack saludable, crujiente, bajo en calorías y que no se echa a perder. Ideal para antojos dulces, dietas o lunch de niños.","Snack saludable, Antojo dulce, Fruta deshidratada, Bajo en calorías, Lunch para niños",Zada freezed dried,100% Natural,Cont. 15g, $300.00 
10165,Polvo para preparar bebida de SOYA (SymKen),Polvo a base de soya para preparar una bebida sustituta de la leche de vaca.,Alternativa a la leche para personas con intolerancia a la lactosa o veganos. Fuente de proteína vegetal.,"Intolerancia a la lactosa, Leche de soya, Sustituto de leche, Vegano, Proteína vegetal",SymKen,180g rinde 2 litros,180g, $300.00 
10166,Polvo para preparar bebida de ALMENDRA (GN+VIDA),Polvo a base de almendras para preparar una bebida sustituta de la leche.,"Alternativa a la leche, baja en calorías y carbohidratos. Ideal para dietas, intolerantes a la lactosa o personas que no consumen soya.","Leche de almendra, Bajo en calorías, Sustituto de leche, Intolerancia a la lactosa, Dieta",SymKen,180g rinde 2 litros,180g, $300.00 
10167,Polvo para preparar bebida de COCO (GN+VIDA),Polvo a base de coco para preparar una bebida sustituta de la leche.,Alternativa a la leche con un sabor cremoso. Contiene grasas saludables (MCT) que pueden dar energía.,"Leche de coco, Sustituto de leche, Grasas saludables, Vegano, Intolerancia a la lactosa",SymKen,180g rinde 2 litros,180g, $300.00 
10168,Carbonell / Olí (Aceite de oliva extra virgen),Aceite de Oliva Extra Virgen (AOVE).,"Grasa saludable rica en antioxidantes y Omega-9. Protege la salud del corazón, reduce el colesterol (LDL) y es antiinflamatorio. Ideal para cocinar o usar en crudo.","Aceite saludable, Bajar colesterol, Salud del corazón, Cocinar sano, Antiinflamatorio",0,Aceite de oliva extra virgen,250 ml, $300.00 
10169,Aceite de Aguacate (NBF),"Aceite extraído de la pulpa del aguacate, ideal para cocinar a altas temperaturas.","Grasa saludable (similar al de oliva) pero con un punto de humo muy alto, por lo que no se quema al freír. También hidrata piel y cabello.","Aceite para freír, Cocinar sano, Aceite saludable, Salud del corazón, Hidratar la piel",PROSA,4 en 1,15 ml, $300.00 
10170,Te Matcha (Kenzo),Polvo fino de hojas de té verde de alta calidad.,"Proporciona """"energía calmada"""" (L-Teanina y cafeína), alto en antioxidantes. Acelera el metabolismo y mejora el enfoque mental.","Energía, Metabolismo, Quemar grasa, Concentración, Ansiedad, Antioxidantes, Sustituto de café",Kenzo,0,200g, $300.00 
10171,Crema de avellanas con cacao (OKKO),"Crema untable (tipo """"Nutella"""") hecha con avellanas y cacao, generalmente con menos azúcar o endulzantes naturales.","Alternativa más saludable a las cremas de avellana comerciales. Ideal para antojos dulces, rica en grasas saludables.","Crema de avellanas saludable, Antojo dulce, Sin azúcar, Snack saludable",OKKO Super foods,con cacao,368g, $300.00 
10172,CHÍA (OKKO),Semillas de Chía.,"Superalimento. Alta en fibra, Omega-3 y proteína. Ayuda a la digestión (estreñimiento), da saciedad y apoya la salud del corazón.","Fibra, Estreñimiento, Omega 3, Bajar de peso, Saciedad, Digestión",#N/A,#N/A,#N/A, $300.00 
10173,Semilla de girasol (OKKO),"Semillas de girasol (pipas), probablemente peladas.","Snack saludable rico en Vitamina E (antioxidante), magnesio y grasas saludables.","Snack saludable, Vitamina E, Magnesio, Antioxidante, Grasas buenas",GN+VIDA,0,1 Kg, $300.00 
10174,COPALTZIN GEL,"Cápsulas. (El Copaltzin, o Copalchi, es una corteza de árbol).",Usado tradicionalmente para ayudar a regular los niveles de azúcar en sangre (diabetes). También tiene propiedades antiinflamatorias y digestivas.,"Diabetes, Bajar el azúcar, Glucosa alta, Controlar diabetes, Antiinflamatorio",0,0,100 caps. de 500 mg, $300.00 
10175,OMEGA 3 Max (Solanum),Cápsulas de Omega 3 (aceite de pescado) de alta concentración (1.4g).,"Antiinflamatorio. Apoya la salud cardiovascular (corazón), ayuda a reducir drásticamente los triglicéridos y el colesterol. Mejora la función cerebral.","Bajar triglicéridos, Colesterol alto, Salud del corazón, Omega 3, Memoria, Inflamación",Solanum,0,60 caps. de 1.4g c/u, $300.00 
10176,Carbón Activado en polvo (Alexyessy),Polvo fino de carbón activado de grado alimenticio.,"Desintoxicante. Se usa para aliviar la indigestión, los gases y la hinchazón al absorber toxinas en el tracto digestivo. También se usa para blanquear dientes.","Gases, Inflamación estomacal, Indigestión, Desintoxicar, Envenenamiento, Blanquear dientes",Alexyessy natural,en polvo,100 g, $300.00 
10177,Bacaomax (PROSA),"Jarabe con Extracto de Hígado de Bacalao. Rico en Vitaminas A, D y Omega-3.","Refuerza el sistema inmunológico, especialmente en niños. Ayuda a abrir el apetito y apoya el crecimiento y la salud de huesos y dientes.","Vitaminas para niños, Abrir el apetito, Reforzar defensas, Crecimiento, Hígado de Bacalao, Resfriados frecuentes",PROSA,Extracto de higado de Bacalao,340 ml, $300.00 
10178,Extracto de Rabano yodado (PROSA),Jarabe o extracto líquido de Rábano Yodado.,"Apoyo para la salud respiratoria. Usado como expectorante para aliviar la tos (especialmente tos con flemas), bronquitis y congestión. El yodo también apoya la tiroides.","Tos con flemas, Expectorante, Bronquitis, Congestión, Resfriado, Tiroides",PROSA,0,340 ml, $300.00 
10179,HIERRO y VITAMINAS (GN+VIDA),"Suplemento líquido (jarabe) con Hierro, Calcio y Magnesio.","Fórmula antianémica. Combate la anemia, la fatiga y el cansancio causados por la deficiencia de hierro. Las vitaminas y minerales apoyan la energía general.","Anemia, Falta de hierro, Fatiga, Cansancio, Debilidad, Falta de energía, Vitaminas",GN+VIDA,Calcio y magnesio,340 ml, $300.00 
10180,Colágeno Tipo II (GN+VIDA),"Cápsulas de Colágeno Tipo II (generalmente no hidrolizado, específico para cartílago).",Específico para la salud articular. Ayuda a reducir el dolor y la inflamación en las articulaciones al modular la respuesta inmune (en casos de artritis).,"Dolor de articulaciones, Artritis, Dolor de rodilla, Desgaste de cartílago, Colágeno tipo 2",Ypenza,"enriquecido con omega 3-6-9, Sabores: Uva, Naranja y blueberry",1.100 Kg, $300.00 
10181,Colágeno Tipo II (Adicionado) (GN+VIDA),"Fórmula avanzada de Colágeno Tipo II con Resveratrol, CoQ10, Vitaminas (D3, K, C) y Omegas 3, 6, 9.","Fórmula integral para articulaciones y salud general. Combina el colágeno (articulación) con potentes antioxidantes (Resveratrol, CoQ10) y antiinflamatorios (Omegas).","Dolor articular, Artritis, Antienvejecimiento, Salud del corazón, Antioxidante, Colágeno completo",Ypenza,"enriquecido con omega 3-6-9, Sabores: Uva, Naranja y blueberry",1.100 Kg, $300.00 
10182,ARTI REUMAFIN (GN+VIDA),"Cápsulas (probablemente con cúrcuma, glucosamina, etc.).","Fórmula específica para aliviar el dolor y la inflamación causados por el reumatismo, la artritis y el dolor muscular.","Dolor de articulaciones, Artritis, Reumas, Dolor muscular, Inflamación articular",GN+VIDA,0,15 caps. de 500 mg, $300.00 
10183,Ácido Glutámico con Lecitina (EDAFER),Tabletas que combinan Ácido Glutámico y Lecitina.,"Tónico cerebral. Mejora la memoria, la concentración y el rendimiento mental. La lecitina ayuda a nutrir el cerebro.","Mejorar memoria, Concentración, Estudiantes, Fatiga mental, Exámenes, Tónico cerebral",EDAFER NAT. CORP.,con Lecitina,60 Tabletas de 700 mg, $300.00 
10184,HGCS (EDAFER),Tabletas con Hoja de Guayaba y Lactobacilos.,Fórmula para la salud gastrointestinal. La hoja de guayaba es antidiarreica y los lactobacilos (probióticos) restauran la flora intestinal.,"Diarrea, Infección estomacal, Colitis, Restaurar flora intestinal, Probióticos, Malestar estomacal",#N/A,#N/A,#N/A, $300.00 
10185,Vivioptal (CapteK),"Cápsulas multivitamínicas y multiminerales (Fórmula Alemana) con una mezcla de vitaminas, minerales y aminoácidos.","Suplemento """"todo en uno"""" para combatir el cansancio, la fatiga y el agotamiento. Apoya el sistema inmunológico, la energía y la vitalidad diaria.","Cansancio, Fatiga, Agotamiento, Falta de energía, Multivitamínico, Defensas bajas, Estrés",CapteK,Vitaminas y Minerales Formula Alemana,30 caps., $300.00 
10186,AMARILIL (GN+VIDA),"Solución líquida con Extracto de malva, Vitamina B1 y Cromo.",Fórmula para la salud digestiva y el metabolismo. La malva alivia la gastritis y el estreñimiento, el Cromo y la B1 ayudan a regular el azúcar y el metabolismo.,GN+VIDA,"Extracto de malva, vitamina B1 y Cromo",56 ml, $300.00 
10187,Shilajit Men (Gumma Planet),"Tabletas de Shilajit, una resina natural rica en minerales, formulada para hombres.","Potente adaptógeno. Aumenta la energía, la resistencia física, la vitalidad y apoya los niveles saludables de testosterona y la libido.","Energía, Fatiga crónica, Aumentar libido, Testosterona, Rendimiento deportivo, Vigorizante, Shilajit",GODVIT GN+VIDA,0,30 caps. de 500 mg c/u, $300.00 
10188,Castaña de indias (PROSA),Cápsulas de Castaña de Indias.,"Suplemento principal para la circulación. Ayuda a aliviar los síntomas de las várices, como pesadez, dolor, hinchazón en las piernas y hemorroides.","Várices, Mala circulación, Piernas cansadas, Hinchazón de piernas, Hemorroides, Arañitas",PROSA,0,150 caps. de 400 mg c/u, $300.00 
10189,Alfalfa (PROSA),Cápsulas de Alfalfa.,"Fuente natural de vitaminas, minerales y clorofila. Se usa como diurético suave y para desintoxicar la sangre. También puede ayudar a aliviar síntomas de la menopausia.","Diurético, Retención de líquidos, Desintoxicar, Menopausia, Vitaminas naturales, Mal olor",#N/A,#N/A,#N/A, $300.00 
10190,Wereke (PROSA),Cápsulas de Wereke (raíz).,Usado tradicionalmente para ayudar a regular y controlar los niveles de glucosa (azúcar) en la sangre. Auxiliar en el tratamiento de la diabetes.,"Diabetes, Bajar el azúcar, Glucosa alta, Controlar diabetes, Wereke",#N/A,#N/A,#N/A, $300.00 
10191,Enebro (PROSA),Cápsulas de Enebro (bayas).,Potente diurético natural. Ayuda a eliminar el exceso de líquidos retenidos y a limpiar las vías urinarias (infecciones leves).,"Diurético, Retención de líquidos, Hinchazón, Infección de orina, Limpieza de riñones, Vías urinarias",#N/A,#N/A,#N/A, $300.00 
10192,Carbon Vegetal (PROSA),Cápsulas de Carbón Vegetal (activado).,"Alivia malestares digestivos. Absorbe gases, toxinas y bacterias en el estómago y el intestino, aliviando la indigestión, la hinchazón y la diarrea.","Gases, Inflamación estomacal, Indigestión, Hinchazón, Diarrea, Desintoxicar, Mal aliento",PROSA,0,150 caps. de 400 mg c/u, $300.00 
10193,Damiana de California (PROSA),Cápsulas de Damiana.,"Conocida como un tónico nervioso y afrodisíaco natural. Ayuda a aumentar la libido, reducir el estrés, la ansiedad y la fatiga leve.","Aumentar libido, Deseo sexual, Afrodisíaco, Estrés, Ansiedad, Fatiga, Impotencia leve",PROSA,0,150 caps. de 350 mg c/u, $300.00 
10194,Ajo (PROSA),Cápsulas de Ajo (probablemente deodorizado).,Apoya la salud cardiovascular. Ayuda a regular la presión arterial (hipertensión) y los niveles de colesterol. También refuerza el sistema inmunológico.,"Presión alta, Bajar colesterol, Circulación, Defensas, Ajo sin olor, Hipertensión",#N/A,#N/A,#N/A, $300.00 
10195,Valeriana (PROSA),Cápsulas de raíz de Valeriana.,"El relajante natural más conocido. Ayuda a calmar la ansiedad, el estrés, el nerviosismo y a conciliar el sueño (insomnio).","Insomnio, No puedo dormir, Ansiedad, Estrés, Nervios, Relajante natural, Valeriana",PROSA,0,150 caps. de 400 mg c/u, $300.00 
10196,Té M VALEMA,"Infusión herbal (probablemente una mezcla, """"VALEMA"""" sugiere Valeriana y Melisa).","Alivia la ansiedad y la angustia, reduce la irritabilidad, calma espasmos nerviosos, induce al sueño y actúa como tranquilizante.","Ansiedad, Angustia, Irritabilidad, Espasmos nerviosos, No puedo dormir, Insomnio, Tranquilizante, Nervios",0,0,0, $300.00 
10197,EXTRACTO DE RABANO YODADO (PROSA),Jarabe o extracto líquido de Rábano con Yodo.,"Apoya la salud respiratoria, inmunológica y metabólica. El Yodo ayuda a mejorar la función de la tiroides y el metabolismo.","Tiroides, Metabolismo lento, Salud respiratoria, Sistema inmunológico, Extracto de rábano",PROSA,0,340 ml, $300.00 
10198,VIVIOPTAL Capsulas,Cápsulas multivitamínicas y multiminerales (30 cap).,"Suplemento para el bienestar general. Mejora la salud, aumenta la energía, mejora la concentración, fortalece el sistema inmunológico y protege contra el estrés y el desgaste físico/mental.","Bienestar general, Aumentar energía, Mejorar concentración, Defensas bajas, Estrés, Desgaste físico, Cansancio, Multivitamínico",CapteK,Vitaminas y Minerales Formula Alemana,30 caps., $300.00 
10199,Xyngry Solución Ingerible (GN+VIDA),Ampolletas bebibles (10) para el sistema respiratorio.,"Fortalece el sistema inmunológico. Ayuda en casos de bronquitis, asma, sinusitis, resfriados, gripe, garganta irritada, tos y flemas.","Bronquitis, Asma, Sinusitis, Resfriado, Gripa, Garganta irritada, Tos, Flemas, Defensas",#N/A,#N/A,#N/A, $300.00 
10200,TIAMINA Jarabe (GN+VIDA),Jarabe de Tiamina (Vitamina B1).,"Ayuda en casos de pérdida de memoria, fatiga, agotamiento mental, estrés, nerviosismo, insomnio y cansancio prematuro. Ideal para personas con alto esfuerzo.","Pérdida de memoria, Fatiga, Agotamiento mental, Estrés, Nerviosismo, Insomnio, Cansancio, Estudiantes, Esfuerzo mental",GN+VIDA,0,340 ml, $300.00 
10201,"Acido Glutámico, Acido folico y Tiamina",Ampolletas bebibles. Tónico cerebral.,"Mejora la memoria, la concentración y la agilidad mental. Ideal para estudiantes, épocas de exámenes o fatiga mental.","Mejorar memoria, Concentración, Estudiantes, Fatiga mental, Exámenes, Tónico cerebral, Agotamiento mental",0,Acido folico y Tiamina,10 ampolletas ingeribles de 10 ml c/u, $300.00 
10202,Omega 3000 + sacha inchi,Ampolletas bebibles con Omega 3 (de pescado) y Sacha Inchi (Omega 3 vegetal).,Potente antiinflamatorio. Ayuda a reducir triglicéridos y colesterol. Apoya la salud del corazón y la función cerebral.,"Bajar triglicéridos, Bajar colesterol, Salud del corazón, Omega 3, Memoria, Inflamación",GODVIT GN+VIDA,0,60 caps. de 600 mg, $300.00 
10203,"HIERRO, Vitaminas y Minerales",Ampolletas bebibles. Fórmula antianémica.,"Combate la anemia por deficiencia de hierro. Ayuda a reducir la fatiga, el cansancio y la debilidad, aumentando la energía.","Anemia, Falta de hierro, Fatiga, Cansancio, Debilidad, Falta de energía, Vitaminas",GN+VIDA,Solución Ingerible,10 amp. de 10 ml, $300.00 
10204,Prostsan (Saw Palmetto),Ampolletas bebibles con Saw Palmetto.,Específico para la salud masculina. Ayuda a desinflamar la próstata y aliviar los síntomas de la Hiperplasia Prostática Benigna (HPB).,"Próstata, Inflamación de próstata, Orinar mucho de noche, Salud hombre, Dificultad para orinar",GN+VIDA,"Saw Palmetto, Solución ingerible",10 amp. de 10 ml, $300.00 
10205,TIANEBRO,Solución ingerible (ampolletas).,"Tónico para el sistema nervioso. Se usa para aliviar el dolor neuropático (como la ciática), el estrés, la ansiedad y el agotamiento nervioso.","Dolor de ciática, Nervios, Dolor de espalda, Estrés, Ansiedad, Agotamiento nervioso, Neuropatía",GN+VIDA,Solución Ingerible,10 amp. de 10 ml, $300.00 
10206,Colágeno Hidrolizado (Solución Ingerible),"Ampolletas con Colágeno, Ácido Hialurónico, Glucosamina, Condroitina, Cúrcuma, Vitamina C y E.","Fórmula líquida """"todo en uno"""" para articulaciones y piel. Reduce el dolor articular, desinflama y mejora la elasticidad de la piel.","Dolor de articulaciones, Artritis, Dolor de rodilla, Colágeno bebible, Piel flácida, Glucosamina",Ypenza,"enriquecido con omega 3-6-9, Sabores: Uva, Naranja y blueberry",1.100 Kg, $300.00 
10207,Garlicum,Ampolletas bebibles (probablemente de Ajo).,Apoya la salud cardiovascular. Ayuda a regular la presión arterial (hipertensión) y el colesterol. Fortalece el sistema inmunológico.,"Presión alta, Bajar colesterol, Circulación, Defensas, Ajo, Hipertensión",GN+VIDA,Solución Ingerible,10 amp. de 10 ml, $300.00 
10208,Artrireumafin Plus,Ampolletas bebibles. Fórmula reforzada para el dolor.,"Analgésico y antiinflamatorio. Diseñado para aliviar dolores fuertes de reumatismo, artritis, gota y dolor muscular.","Dolor articular fuerte, Artritis, Reumas, Gota, Dolor muscular, Inflamación severa",GN+VIDA,Solución Ingerible,10 amp. de 10 ml, $300.00 
10209,Licopeno,Ampolletas bebibles de Licopeno (antioxidante del tomate).,Potente antioxidante. Específicamente conocido por proteger la salud de la próstata. También apoya la salud del corazón y la piel.,"Próstata, Antioxidante, Salud hombre, Salud del corazón, Licopeno",GN+VIDA,Solución ingerible,10 amp. de 10 ml, $300.00 
10210,Oxeocal,"Ampolletas bebibles (el nombre sugiere """"Osteo-Calcio"""").","Suplemento para la salud ósea. Ayuda a fortalecer los huesos, prevenir la osteoporosis y reponer el calcio y minerales.","Huesos débiles, Osteoporosis, Falta de calcio, Salud de huesos, Descalcificación",GN+VIDA,Solución ingerible,10 amp. de 10 ml, $300.00 
10211,Tomate Morado,Ampolletas bebibles (similar al Licopeno).,"Rico en antioxidantes (Licopeno y antocianinas). Protege la próstata, la salud cardiovascular y refuerza el sistema inmunológico.","Próstata, Antioxidante, Salud del corazón, Defensas, Licopeno",GN+VIDA,Solución ingerible,10 amp. de 10 ml c/u, $300.00 
